city,competition,date,match-id,gender,match-number,match-referee,method,neutralvenue,outcome,player-of-match,reserve-umpire,season,series,team-0,team-1,toss-decision,toss-winner,tv-umpire,umpire-0,umpire-1,venue,winner,winner-runs,winner-wickets,year
Mumbai,ICC Women's World Cup,2013/02/03,594897,female,6.0,DT Jukes,,,,CM Edwards,R Pandit,2012/13,,India,England,field,India,GO Brathwaite,S George,Sarika Prasad,Brabourne Stadium,England,32.0,,2013
Mumbai,ICC Women's World Cup,2013/02/05,594901,female,12.0,DT Jukes,,,,HMD Rasangika,R Pandit,2012/13,,India,Sri Lanka,bat,Sri Lanka,S George,GO Brathwaite,M Hawthorne,Brabourne Stadium,Sri Lanka,138.0,,2013
Mumbai,ICC Women's World Cup,2013/02/08,594904,female,13.0,DT Jukes,,True,,LC Sthalekar,K Cross,2012/13,,Australia,England,field,England,VA Kulkarni,RSA Palliyaguruge,Sarika Prasad,Brabourne Stadium,Australia,2.0,,2013
Mumbai,ICC Women's World Cup,2013/02/10,594907,female,16.0,DT Jukes,,True,,EA Osborne,Sarika Prasad,2012/13,,Australia,Sri Lanka,field,Australia,S George,K Cross,VA Kulkarni,Brabourne Stadium,Australia,,9.0,2013
Mumbai,ICC Women's World Cup,2013/02/11,594909,female,18.0,DT Jukes,,True,,A Mohammed,BB Pradhan,2012/13,,New Zealand,West Indies,field,New Zealand,RSA Palliyaguruge,VA Kulkarni,Shahul Hameed,Brabourne Stadium,West Indies,48.0,,2013
Mumbai,ICC Women's World Cup,2013/02/13,594912,female,21.0,DT Jukes,,True,,SJ Taylor,Shahul Hameed,2012/13,,England,New Zealand,bat,England,Sarika Prasad,VA Kulkarni,BB Pradhan,Brabourne Stadium,England,15.0,,2013
Mumbai,ICC Women's World Cup,2013/02/15,594914,female,,DT Jukes,,True,,CM Edwards,BB Pradhan,2012/13,,England,New Zealand,field,England,RSA Palliyaguruge,S George,VA Kulkarni,Brabourne Stadium,England,,4.0,2013
Mumbai,ICC Women's World Cup,2013/02/17,594915,female,,DT Jukes,,True,,JE Cameron,Sarika Prasad,2012/13,,Australia,West Indies,bat,Australia,RSA Palliyaguruge,S George,VA Kulkarni,Brabourne Stadium,Australia,114.0,,2013
Jamaica,,2013/06/28,597923,male,1.0,JJ Crowe,,,,CH Gayle,PJ Nero,2013,West Indies Tri-Nation Series,West Indies,Sri Lanka,field,West Indies,N Duguid,IJ Gould,JS Wilson,Sabina Park,West Indies,,6.0,2013
Jamaica,,2013/06/30,597924,male,2.0,JJ Crowe,,,,J Charles,N Duguid,2013,West Indies Tri-Nation Series,West Indies,India,field,West Indies,JS Wilson,IJ Gould,PJ Nero,Sabina Park,West Indies,,1.0,2013
Jamaica,,2013/07/02,597925,male,3.0,JJ Crowe,,True,,WU Tharanga,N Duguid,2013,West Indies Tri-Nation Series,India,Sri Lanka,field,India,PJ Nero,IJ Gould,JS Wilson,Sabina Park,Sri Lanka,161.0,,2013
Trinidad,,2013/07/05,597926,male,4.0,JJ Crowe,D/L,,,V Kohli,JS Wilson,2013,West Indies Tri-Nation Series,West Indies,India,field,West Indies,N Duguid,NJ Llong,PJ Nero,Queen's Park Oval,India,102.0,,2013
Trinidad,,2013/07/07,597927,male,5.0,JJ Crowe,D/L,,,KC Sangakkara,N Duguid,2013,West Indies Tri-Nation Series,West Indies,Sri Lanka,field,West Indies,PJ Nero,NJ Llong,JS Wilson,Queen's Park Oval,Sri Lanka,39.0,,2013
Trinidad,,2013/07/09,597928,male,6.0,JJ Crowe,D/L,True,,B Kumar,N Duguid,2013,West Indies Tri-Nation Series,India,Sri Lanka,field,Sri Lanka,JS Wilson,NJ Llong,PJ Nero,Queen's Park Oval,India,81.0,,2013
Trinidad,,2013/07/11,597929,male,,DC Boon,,True,,MS Dhoni,N Duguid,2013,West Indies Tri-Nation Series,India,Sri Lanka,field,India,JS Wilson,NJ Llong,PJ Nero,Queen's Park Oval,India,,1.0,2013
Edinburgh,,2013/05/17,601077,male,1.0,JJ Crowe,,,,Misbah-ul-Haq,AJT Dowdalls,2013,Pakistan in Scotland ODI Series,Scotland,Pakistan,bat,Pakistan,,RA Kettleborough,IN Ramage,Grange Cricket Club Ground,Pakistan,96.0,,2013
Dublin,,2013/05/23,601612,male,1.0,JJ Crowe,D/L,,tie,KJ O'Brien,L Fourie,2013,Pakistan in Ireland ODI Series,Ireland,Pakistan,bat,Pakistan,,IJ Gould,RP Smith,Clontarf Cricket Club Ground,,,,2013
Dublin,,2013/05/26,601613,male,2.0,JJ Crowe,,,,Kamran Akmal,L Fourie,2013,Pakistan in Ireland ODI Series,Ireland,Pakistan,field,Pakistan,,IJ Gould,RP Smith,Clontarf Cricket Club Ground,Pakistan,,2.0,2013
Hambantota,,2013/03/23,602474,male,1.0,DC Boon,D/L,,,TM Dilshan,HMNC Dhanasinghe,2012/13,Bangladesh in Sri Lanka ODI Series,Sri Lanka,Bangladesh,field,Sri Lanka,TH Wijewardene,NJ Llong,RSA Palliyaguruge,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,,8.0,2013
,,2013/03/28,602476,male,3.0,DC Boon,D/L,,,TM Dilshan,MSK Nandiweera,2012/13,Bangladesh in Sri Lanka ODI Series,Sri Lanka,Bangladesh,bat,Sri Lanka,TH Wijewardene,NJ Llong,RSA Palliyaguruge,Pallekele International Cricket Stadium,Bangladesh,,3.0,2013
,,2013/02/22,603239,female,1.0,WC Labrooy,,,,,MSK Nandiweera,2012/13,West Indies Women in Sri Lanka ODI Series,Sri Lanka,West Indies,bat,Sri Lanka,,LE Hannibal,RA Kottahachchi,Rangiri Dambulla International Stadium,West Indies,,4.0,2013
,,2013/02/24,603240,female,2.0,WC Labrooy,,,,,LE Hannibal,2012/13,West Indies Women in Sri Lanka ODI Series,Sri Lanka,West Indies,bat,West Indies,,RA Kottahachchi,MSK Nandiweera,Rangiri Dambulla International Stadium,Sri Lanka,,4.0,2013
,,2013/02/26,603241,female,3.0,WC Labrooy,,,,,RA Kottahachchi,2012/13,West Indies Women in Sri Lanka ODI Series,Sri Lanka,West Indies,field,Sri Lanka,,LE Hannibal,MSK Nandiweera,Rangiri Dambulla International Stadium,West Indies,33.0,,2013
Bulawayo,,2013/05/03,623573,male,1.0,BC Broad,,,,Ziaur Rahman,O Chirombe,2013,Bangladesh in Zimbabwe ODI Series,Zimbabwe,Bangladesh,field,Zimbabwe,TJ Matibiri,JD Cloete,RB Tiffin,Queens Sports Club,Bangladesh,121.0,,2013
Bulawayo,,2013/05/05,623574,male,2.0,BC Broad,,,,SC Williams,RB Tiffin,2013,Bangladesh in Zimbabwe ODI Series,Zimbabwe,Bangladesh,field,Zimbabwe,TJ Matibiri,O Chirombe,JD Cloete,Queens Sports Club,Zimbabwe,,6.0,2013
Bulawayo,,2013/05/08,623575,male,3.0,BC Broad,,,,V Sibanda,LA Ngwenya,2013,Bangladesh in Zimbabwe ODI Series,Zimbabwe,Bangladesh,field,Zimbabwe,RB Tiffin,JD Cloete,TJ Matibiri,Queens Sports Club,Zimbabwe,,7.0,2013
,,2013/07/01,627006,female,1.0,DT Jukes,,,,JL Gunn,,2013,Pakistan Women in England ODI Series,England,Pakistan,bat,England,,MJD Bodenham,SA Garratt,Louth Cricket Club,England,111.0,,2013
Loughborough,,2013/07/03,627007,female,2.0,DT Jukes,,,,NR Sciver,,2013,Pakistan Women in England ODI Series,England,Pakistan,bat,Pakistan,,RJ Bailey,SJ O'Shaughnessy,Haslegrave Ground,England,,6.0,2013
Bermuda,ICC World Cricket League Division Three,2013/04/28,628081,male,,DT Jukes,,True,,Steven Ryan Taylor,R Dill,2013,,Nepal,United States of America,field,Nepal,,S Douglas,V Kalidas,Somerset Cricket Club,United States of America,94.0,,2013
Bermuda,ICC World Cricket League Division Three,2013/04/29,628083,male,,DT Jukes,,,,,K Gibbons,2013,,Bermuda,Oman,field,Oman,,NG Bagh,S Taylor,Lords,Bermuda,34.0,,2013
Bermuda,ICC World Cricket League Division Three,2013/05/01,628086,male,,DT Jukes,,,,P Khadka,S Taylor,2013,,Bermuda,Nepal,field,Nepal,,RK Illingworth,V Kalidas,Lords,Nepal,,8.0,2013
Bermuda,ICC World Cricket League Division Three,2013/05/02,628090,male,,DT Jukes,,,,LOB Cann,K Gibbons,2013,,Bermuda,Italy,bat,Bermuda,,V Kalidas,S Taylor,Somerset Cricket Club,Bermuda,60.0,,2013
Bermuda,ICC World Cricket League Division Three,2013/05/04,628092,male,,DT Jukes,,True,,RK Vishwakarma,R Austin,2013,,Italy,Nepal,field,Nepal,,S Taylor,C Young,Lords,Nepal,,8.0,2013
Bermuda,ICC World Cricket League Division Three,2013/05/04,628093,male,,DT Jukes,,True,,Zeeshan Siddiqui,S Douglas,2013,,Oman,Uganda,bat,Uganda,,R Dill,V Kalidas,Somerset Cricket Club,Oman,,7.0,2013
Bermuda,ICC World Cricket League Division Three,2013/05/05,628095,male,,DT Jukes,,True,,Amir Ali,R Austin,2013,,Italy,Oman,bat,Italy,,R Dill,S Taylor,Somerset Cricket Club,Oman,,5.0,2013
Hamilton,ICC World Cricket League Division Three,2013/05/05,628096,male,,DT Jukes,,True,,PS Airee,NG Bagh,2013,,Nepal,Uganda,bat,Uganda,,S Douglas,V Kalidas,National Stadium,Nepal,,5.0,2013
Amstelveen,ICC World Cricket League Championship,2013/07/07,631138,male,43.0,DT Jukes,,,,KJ O'Brien,AG Wharf,2013,,Netherlands,Ireland,bat,Ireland,,CB Gaffaney,M Hawthorne,VRA Ground,Ireland,88.0,,2013
Colombo,,2013/07/20,635653,male,1.0,AJ Pycroft,,,,KC Sangakkara,RR Wimalasiri,2013,South Africa in Sri Lanka ODI Series,Sri Lanka,South Africa,field,South Africa,RJ Tucker,RA Kettleborough,REJ Martinesz,R Premadasa Stadium,Sri Lanka,180.0,,2013
Colombo,,2013/07/23,635654,male,2.0,AJ Pycroft,D/L,,,LD Chandimal,LE Hannibal,2013,South Africa in Sri Lanka ODI Series,Sri Lanka,South Africa,bat,Sri Lanka,RA Kettleborough,RSA Palliyaguruge,RR Wimalasiri,R Premadasa Stadium,Sri Lanka,17.0,,2013
,,2013/07/26,635655,male,3.0,AJ Pycroft,,,,DA Miller,RSA Palliyaguruge,2013,South Africa in Sri Lanka ODI Series,Sri Lanka,South Africa,bat,South Africa,RJ Tucker,RA Kettleborough,REJ Martinesz,Pallekele International Cricket Stadium,South Africa,56.0,,2013
,,2013/07/28,635656,male,4.0,AJ Pycroft,,,,TM Dilshan,REJ Martinesz,2013,South Africa in Sri Lanka ODI Series,Sri Lanka,South Africa,bat,South Africa,RA Kettleborough,RSA Palliyaguruge,RJ Tucker,Pallekele International Cricket Stadium,Sri Lanka,,8.0,2013
Colombo,,2013/07/31,635657,male,5.0,AJ Pycroft,,,,TM Dilshan,RSA Palliyaguruge,2013,South Africa in Sri Lanka ODI Series,Sri Lanka,South Africa,bat,Sri Lanka,REJ Martinesz,RA Kettleborough,RR Wimalasiri,R Premadasa Stadium,Sri Lanka,128.0,,2013
,,2014/01/12,636159,male,1.0,RS Madugalle,,,,AJ Finch,JD Ward,2013/14,England in Australia ODI Series,Australia,England,bat,England,HDPK Dharmasena,SD Fry,REJ Martinesz,Melbourne Cricket Ground,Australia,,6.0,2014
Brisbane,,2014/01/17,636160,male,2.0,RS Madugalle,,,,JP Faulkner,SD Fry,2013/14,England in Australia ODI Series,Australia,England,bat,England,REJ Martinesz,HDPK Dharmasena,JD Ward,Brisbane Cricket Ground,Australia,,1.0,2014
,,2014/01/19,636161,male,3.0,RS Madugalle,,,,DA Warner,JD Ward,2013/14,England in Australia ODI Series,Australia,England,bat,England,HDPK Dharmasena,SD Fry,REJ Martinesz,Sydney Cricket Ground,Australia,,7.0,2014
Perth,,2014/01/24,636162,male,4.0,AJ Pycroft,,,,BA Stokes,SD Fry,2013/14,England in Australia ODI Series,Australia,England,field,Australia,REJ Martinesz,HDPK Dharmasena,JD Ward,Western Australia Cricket Association Ground,England,57.0,,2014
,,2014/01/26,636163,male,5.0,AJ Pycroft,,,,JP Faulkner,JD Ward,2013/14,England in Australia ODI Series,Australia,England,bat,Australia,HDPK Dharmasena,SD Fry,REJ Martinesz,Adelaide Oval,Australia,5.0,,2014
Antigua,,2014/02/28,636533,male,1.0,AJ Pycroft,,,,DJ Bravo,JS Wilson,2013/14,England in West Indies ODI Series,West Indies,England,field,England,RJ Tucker,GO Brathwaite,M Erasmus,Sir Vivian Richards Stadium,West Indies,15.0,,2014
Antigua,,2014/03/02,636534,male,2.0,AJ Pycroft,,,,SD Parry,GO Brathwaite,2013/14,England in West Indies ODI Series,West Indies,England,field,England,M Erasmus,RJ Tucker,JS Wilson,Sir Vivian Richards Stadium,England,,3.0,2014
Antigua,,2014/03/05,636535,male,3.0,AJ Pycroft,,,,JE Root,GO Brathwaite,2013/14,England in West Indies ODI Series,West Indies,England,field,West Indies,RJ Tucker,M Erasmus,JS Wilson,Sir Vivian Richards Stadium,England,25.0,,2014
,,2013/07/24,643665,male,1.0,BC Broad,,,,V Kohli,L Rusere,2013,India in Zimbabwe ODI Series,Zimbabwe,India,field,India,TJ Matibiri,BNJ Oxenford,RB Tiffin,Harare Sports Club,India,,6.0,2013
,,2013/07/26,643667,male,2.0,BC Broad,,,,S Dhawan,I Chabi,2013,India in Zimbabwe ODI Series,Zimbabwe,India,field,Zimbabwe,RB Tiffin,O Chirombe,BNJ Oxenford,Harare Sports Club,India,58.0,,2013
,,2013/07/28,643669,male,3.0,BC Broad,,,,A Mishra,L Rusere,2013,India in Zimbabwe ODI Series,Zimbabwe,India,field,India,O Chirombe,BNJ Oxenford,RB Tiffin,Harare Sports Club,India,,7.0,2013
Bulawayo,,2013/08/01,643675,male,4.0,BC Broad,,,,MM Sharma,LA Ngwenya,2013,India in Zimbabwe ODI Series,Zimbabwe,India,field,India,O Chirombe,TJ Matibiri,BNJ Oxenford,Queens Sports Club,India,,9.0,2013
Bulawayo,,2013/08/03,643677,male,5.0,BC Broad,,,,A Mishra,C Phiri,2013,India in Zimbabwe ODI Series,Zimbabwe,India,field,India,TJ Matibiri,O Chirombe,BNJ Oxenford,Queens Sports Club,India,,7.0,2013
Dublin,,2013/07/17,644943,female,1.0,DT Jukes,,,,,J McGeehan,2013,Pakistan Women in Ireland ODI Series,Ireland,Pakistan,bat,Pakistan,,AA Baig,L Fourie,Observatory Lane,Pakistan,157.0,,2013
Dublin,,2013/07/19,644945,female,2.0,DT Jukes,,,,,J McGeehan,2013,Pakistan Women in Ireland ODI Series,Ireland,Pakistan,bat,Pakistan,,AA Baig,L Fourie,YMCA Cricket Club,Pakistan,89.0,,2013
Guyana,,2013/07/14,645635,male,1.0,DC Boon,,,,Shahid Afridi,PJ Nero,2013,Pakistan in West Indies ODI Series,West Indies,Pakistan,field,West Indies,NJ Llong,PR Reiffel,JS Wilson,Providence Stadium,Pakistan,126.0,,2013
Guyana,,2013/07/16,645637,male,2.0,DC Boon,,,,SP Narine,JS Wilson,2013,Pakistan in West Indies ODI Series,West Indies,Pakistan,field,Pakistan,PR Reiffel,NJ Llong,PJ Nero,Providence Stadium,West Indies,37.0,,2013
St Lucia,,2013/07/19,645639,male,3.0,DC Boon,,,tie,LMP Simmons,PJ Nero,2013,Pakistan in West Indies ODI Series,West Indies,Pakistan,field,West Indies,SJ Davis,PR Reiffel,JS Wilson,Beausejour Stadium,,,,2013
St Lucia,,2013/07/21,645641,male,4.0,DC Boon,D/L,,,MN Samuels,JS Wilson,2013,Pakistan in West Indies ODI Series,West Indies,Pakistan,field,Pakistan,PR Reiffel,SJ Davis,PJ Nero,Beausejour Stadium,Pakistan,,6.0,2013
St Lucia,,2013/07/24,645643,male,5.0,DC Boon,,,,Misbah-ul-Haq,PJ Nero,2013,Pakistan in West Indies ODI Series,West Indies,Pakistan,field,Pakistan,SJ Davis,PR Reiffel,JS Wilson,Beausejour Stadium,Pakistan,,4.0,2013
Pune,,2013/10/13,647249,male,1.0,RS Mahanama,,,,GJ Bailey,Navdeep Singh,2013/14,Australia in India ODI Series,India,Australia,bat,Australia,C Shamshuddin,RA Kettleborough,VA Kulkarni,Maharashtra Cricket Association Stadium,Australia,72.0,,2013
Jaipur,,2013/10/16,647251,male,2.0,RS Mahanama,,,,RG Sharma,RM Deshpande,2013/14,Australia in India ODI Series,India,Australia,bat,Australia,C Shamshuddin,RA Kettleborough,VA Kulkarni,Sawai Mansingh Stadium,India,,9.0,2013
Chandigarh,,2013/10/19,647253,male,3.0,RS Mahanama,,,,JP Faulkner,Tapan Sharma,2013/14,Australia in India ODI Series,India,Australia,field,Australia,AK Chaudhary,RA Kettleborough,C Shamshuddin,Punjab Cricket Association Stadium,Australia,,4.0,2013
Nagpur,,2013/10/30,647259,male,6.0,AJ Pycroft,,,,V Kohli,N Pandit,2013/14,Australia in India ODI Series,India,Australia,field,India,VA Kulkarni,NJ Llong,S Ravi,Vidarbha Cricket Association Stadium,India,,6.0,2013
Bangalore,,2013/11/02,647261,male,7.0,AJ Pycroft,,,,RG Sharma,R Subramanian,2013/14,Australia in India ODI Series,India,Australia,field,Australia,AK Chaudhary,NJ Llong,S Ravi,M Chinnaswamy Stadium,India,57.0,,2013
Johannesburg,,2013/12/05,648651,male,1.0,AJ Pycroft,,,,Q de Kock,S George,2013/14,India in South Africa ODI Series,South Africa,India,field,India,JD Cloete,AT Holdstock,RK Illingworth,New Wanderers Stadium,South Africa,141.0,,2013
Durban,,2013/12/08,648653,male,2.0,AJ Pycroft,,,,Q de Kock,JD Cloete,2013/14,India in South Africa ODI Series,South Africa,India,field,India,AT Holdstock,S George,RK Illingworth,Kingsmead,South Africa,134.0,,2013
,,2013/10/30,649091,male,1.0,RS Madugalle,,True,,WD Parnell,Ahsan Raza,2013/14,Pakistan v South Africa ODI Series,Pakistan,South Africa,bat,South Africa,SJ Davis,RK Illingworth,Shozab Raza,Sharjah Cricket Stadium,South Africa,1.0,,2013
,,2013/11/01,649093,male,2.0,RS Madugalle,,True,,Shahid Afridi,,2013/14,Pakistan v South Africa ODI Series,Pakistan,South Africa,bat,Pakistan,RK Illingworth,SJ Davis,Shozab Raza,Dubai International Cricket Stadium,Pakistan,66.0,,2013
Abu Dhabi,,2013/11/06,649095,male,3.0,RS Madugalle,,True,,F du Plessis,Zameer Haider,2013/14,Pakistan v South Africa ODI Series,Pakistan,South Africa,bat,South Africa,SJ Davis,Ahsan Raza,RK Illingworth,Sheikh Zayed Stadium,South Africa,68.0,,2013
Abu Dhabi,,2013/11/08,649097,male,4.0,RS Madugalle,,True,,DW Steyn,Zameer Haider,2013/14,Pakistan v South Africa ODI Series,Pakistan,South Africa,bat,South Africa,RK Illingworth,Ahsan Raza,SJ Davis,Sheikh Zayed Stadium,South Africa,28.0,,2013
,,2013/11/11,649099,male,5.0,RS Madugalle,,True,,AB de Villiers,Zameer Haider,2013/14,Pakistan v South Africa ODI Series,Pakistan,South Africa,bat,South Africa,SJ Davis,Ahsan Raza,RK Illingworth,Sharjah Cricket Stadium,South Africa,117.0,,2013
Christchurch,ICC Cricket World Cup,2015/02/14,656399,male,1.0,DC Boon,,,,CJ Anderson,SD Fry,2014/15,,New Zealand,Sri Lanka,field,Sri Lanka,S Ravi,M Erasmus,NJ Llong,Hagley Oval,New Zealand,98.0,,2015
,ICC Cricket World Cup,2015/02/14,656401,male,2.0,JJ Crowe,,,,AJ Finch,JS Wilson,2014/15,,Australia,England,field,England,BF Bowden,Aleem Dar,HDPK Dharmasena,Melbourne Cricket Ground,Australia,111.0,,2015
Hamilton,ICC Cricket World Cup,2015/02/15,656403,male,3.0,RS Mahanama,,True,,DA Miller,RSA Palliyaguruge,2014/15,,South Africa,Zimbabwe,field,Zimbabwe,PR Reiffel,REJ Martinesz,RJ Tucker,Seddon Park,South Africa,62.0,,2015
,ICC Cricket World Cup,2015/02/15,656405,male,4.0,RS Madugalle,,True,,V Kohli,MA Gough,2014/15,,India,Pakistan,bat,India,SJ Davis,IJ Gould,RA Kettleborough,Adelaide Oval,India,76.0,,2015
Nelson,ICC Cricket World Cup,2015/02/16,656407,male,5.0,BC Broad,,True,,PR Stirling,JD Cloete,2014/15,,Ireland,West Indies,field,Ireland,CB Gaffaney,RK Illingworth,BNJ Oxenford,Saxton Oval,Ireland,,4.0,2015
Dunedin,ICC Cricket World Cup,2015/02/17,656409,male,6.0,DC Boon,,,,TA Boult,S Ravi,2014/15,,New Zealand,Scotland,field,New Zealand,M Erasmus,SD Fry,NJ Llong,University Oval,New Zealand,,3.0,2015
Canberra,ICC Cricket World Cup,2015/02/18,656411,male,7.0,JJ Crowe,,True,,Mushfiqur Rahim,RA Kettleborough,2014/15,,Afghanistan,Bangladesh,bat,Bangladesh,Aleem Dar,SJ Davis,JS Wilson,Manuka Oval,Bangladesh,105.0,,2015
Nelson,ICC Cricket World Cup,2015/02/19,656413,male,8.0,BC Broad,,True,,SC Williams,REJ Martinesz,2014/15,,United Arab Emirates,Zimbabwe,field,Zimbabwe,RK Illingworth,JD Cloete,CB Gaffaney,Saxton Oval,Zimbabwe,,4.0,2015
Wellington,ICC Cricket World Cup,2015/02/20,656415,male,9.0,RS Mahanama,,,,TG Southee,RSA Palliyaguruge,2014/15,,New Zealand,England,bat,England,BNJ Oxenford,PR Reiffel,RJ Tucker,Westpac Stadium,New Zealand,,8.0,2015
Christchurch,ICC Cricket World Cup,2015/02/21,656417,male,10.0,DC Boon,,True,,AD Russell,SD Fry,2014/15,,Pakistan,West Indies,field,Pakistan,S Ravi,M Erasmus,NJ Llong,Hagley Oval,West Indies,150.0,,2015
Dunedin,ICC Cricket World Cup,2015/02/22,656421,male,12.0,BC Broad,,True,,DPMD Jayawardene,BNJ Oxenford,2014/15,,Afghanistan,Sri Lanka,field,Sri Lanka,JD Cloete,CB Gaffaney,RK Illingworth,University Oval,Sri Lanka,,4.0,2015
,ICC Cricket World Cup,2015/02/22,656423,male,13.0,JJ Crowe,,True,,S Dhawan,JS Wilson,2014/15,,India,South Africa,bat,India,SJ Davis,Aleem Dar,RA Kettleborough,Melbourne Cricket Ground,India,130.0,,2015
Canberra,ICC Cricket World Cup,2015/02/24,656427,male,15.0,RS Mahanama,D/L,True,,CH Gayle,RA Kettleborough,2014/15,,West Indies,Zimbabwe,bat,West Indies,REJ Martinesz,SJ Davis,IJ Gould,Manuka Oval,West Indies,73.0,,2015
Brisbane,ICC Cricket World Cup,2015/02/25,656429,male,16.0,RS Madugalle,,True,,GC Wilson,BF Bowden,2014/15,,Ireland,United Arab Emirates,field,Ireland,HDPK Dharmasena,MA Gough,NJ Llong,Brisbane Cricket Ground,Ireland,,2.0,2015
Dunedin,ICC Cricket World Cup,2015/02/26,656431,male,17.0,DC Boon,,True,,Samiullah Shenwari,CB Gaffaney,2014/15,,Afghanistan,Scotland,field,Afghanistan,RJ Tucker,SD Fry,RSA Palliyaguruge,University Oval,Afghanistan,,1.0,2015
,ICC Cricket World Cup,2015/02/26,656433,male,18.0,JJ Crowe,,True,,TM Dilshan,JS Wilson,2014/15,,Bangladesh,Sri Lanka,bat,Sri Lanka,RA Kettleborough,Aleem Dar,PR Reiffel,Melbourne Cricket Ground,Sri Lanka,92.0,,2015
,ICC Cricket World Cup,2015/02/27,656435,male,19.0,RS Mahanama,,True,,AB de Villiers,Aleem Dar,2014/15,,South Africa,West Indies,bat,South Africa,REJ Martinesz,SJ Davis,IJ Gould,Sydney Cricket Ground,South Africa,257.0,,2015
Auckland,ICC Cricket World Cup,2015/02/28,656437,male,20.0,BC Broad,,,,TA Boult,JD Cloete,2014/15,Chappell-Hadlee Trophy,New Zealand,Australia,bat,Australia,S Ravi,M Erasmus,RK Illingworth,Eden Park,New Zealand,,1.0,2015
Perth,ICC Cricket World Cup,2015/02/28,656439,male,21.0,RS Madugalle,,True,,R Ashwin,HDPK Dharmasena,2014/15,,India,United Arab Emirates,bat,United Arab Emirates,NJ Llong,BF Bowden,MA Gough,Western Australia Cricket Association Ground,India,,9.0,2015
Wellington,ICC Cricket World Cup,2015/03/01,656441,male,22.0,DC Boon,,True,,KC Sangakkara,SD Fry,2014/15,,England,Sri Lanka,bat,England,CB Gaffaney,BNJ Oxenford,RJ Tucker,Westpac Stadium,Sri Lanka,,9.0,2015
Brisbane,ICC Cricket World Cup,2015/03/01,656443,male,23.0,JJ Crowe,,True,,Wahab Riaz,RSA Palliyaguruge,2014/15,,Pakistan,Zimbabwe,bat,Pakistan,PR Reiffel,RA Kettleborough,JS Wilson,Brisbane Cricket Ground,Pakistan,20.0,,2015
Canberra,ICC Cricket World Cup,2015/03/03,656445,male,24.0,RS Mahanama,,True,,HM Amla,Aleem Dar,2014/15,,Ireland,South Africa,bat,South Africa,IJ Gould,SJ Davis,REJ Martinesz,Manuka Oval,South Africa,201.0,,2015
Napier,ICC Cricket World Cup,2015/03/04,656447,male,25.0,BC Broad,,True,,Ahmed Shehzad,M Erasmus,2014/15,,Pakistan,United Arab Emirates,field,United Arab Emirates,RK Illingworth,JD Cloete,S Ravi,McLean Park,Pakistan,129.0,,2015
Perth,ICC Cricket World Cup,2015/03/04,656449,male,26.0,RS Madugalle,,,,DA Warner,NJ Llong,2014/15,,Australia,Afghanistan,field,Afghanistan,BF Bowden,HDPK Dharmasena,MA Gough,Western Australia Cricket Association Ground,Australia,275.0,,2015
Nelson,ICC Cricket World Cup,2015/03/05,656451,male,27.0,DC Boon,,True,,KJ Coetzer,CB Gaffaney,2014/15,,Bangladesh,Scotland,field,Bangladesh,RJ Tucker,SD Fry,BNJ Oxenford,Saxton Oval,Bangladesh,,6.0,2015
Perth,ICC Cricket World Cup,2015/03/06,656453,male,28.0,RS Madugalle,,True,,Mohammed Shami,MA Gough,2014/15,,India,West Indies,bat,West Indies,BF Bowden,HDPK Dharmasena,NJ Llong,Western Australia Cricket Association Ground,India,,4.0,2015
